promotion_id,promotion_type,discount,product_id,start_date,end_date
PRM-042,clearance,60,PRD-0094,2025-02-23,2025-03-09
PRM-042,clearance,60,PRD-0076,2025-02-23,2025-03-09
PRM-042,clearance,60,PRD-0039,2025-02-23,2025-03-09
PRM-042,clearance,60,PRD-0091,2025-02-23,2025-03-09
PRM-042,clearance,60,PRD-0027,2025-02-23,2025-03-09
PRM-043,clearance,30,PRD-0025,2025-01-07,2025-01-24
PRM-043,clearance,30,PRD-0045,2025-01-07,2025-01-24
PRM-043,clearance,30,PRD-0009,2025-01-07,2025-01-24
PRM-043,clearance,30,PRD-0007,2025-01-07,2025-01-24
PRM-044,percentage_off,25,PRD-0060,2025-02-02,2025-02-20
PRM-044,percentage_off,25,PRD-0085,2025-02-02,2025-02-20
PRM-044,percentage_off,25,PRD-0051,2025-02-02,2025-02-20
PRM-044,percentage_off,25,PRD-0091,2025-02-02,2025-02-20
PRM-045,bundle,25,PRD-0096,2024-05-16,2024-07-14
PRM-045,bundle,25,PRD-0091,2024-05-16,2024-07-14
PRM-045,bundle,25,PRD-0055,2024-05-16,2024-07-14
PRM-046,bundle,15,PRD-0033,2024-01-08,2024-03-05
PRM-046,bundle,15,PRD-0054,2024-01-08,2024-03-05
PRM-047,percentage_off,50,PRD-0018,2024-12-08,2024-12-24
PRM-048,buy_x_get_y,50,PRD-0054,2024-10-11,2024-10-30
PRM-048,buy_x_get_y,50,PRD-0005,2024-10-11,2024-10-30
PRM-049,percentage_off,30,PRD-0048,2024-12-17,2025-02-13
PRM-049,percentage_off,30,PRD-0044,2024-12-17,2025-02-13
PRM-049,percentage_off,30,PRD-0001,2024-12-17,2025-02-13
PRM-049,percentage_off,30,PRD-0014,2024-12-17,2025-02-13
PRM-049,percentage_off,30,PRD-0062,2024-12-17,2025-02-13
PRM-050,buy_x_get_y,25,PRD-0036,2024-05-31,2024-06-28
PRM-050,buy_x_get_y,25,PRD-0068,2024-05-31,2024-06-28
PRM-050,buy_x_get_y,25,PRD-0051,2024-05-31,2024-06-28
PRM-050,buy_x_get_y,25,PRD-0076,2024-05-31,2024-06-28
PRM-050,buy_x_get_y,25,PRD-0079,2024-05-31,2024-06-28
PRM-051,buy_x_get_y,50,PRD-0071,2024-02-10,2024-03-17
PRM-051,buy_x_get_y,50,PRD-0038,2024-02-10,2024-03-17
PRM-051,buy_x_get_y,50,PRD-0069,2024-02-10,2024-03-17
PRM-051,buy_x_get_y,50,PRD-0097,2024-02-10,2024-03-17
PRM-051,buy_x_get_y,50,PRD-0059,2024-02-10,2024-03-17
PRM-052,percentage_off,25,PRD-0076,2024-12-06,2024-12-14
PRM-052,percentage_off,25,PRD-0081,2024-12-06,2024-12-14
PRM-052,percentage_off,25,PRD-0009,2024-12-06,2024-12-14
PRM-052,percentage_off,25,PRD-0061,2024-12-06,2024-12-14
PRM-053,clearance,60,PRD-0041,2025-09-15,2025-10-28
PRM-053,clearance,60,PRD-0076,2025-09-15,2025-10-28
PRM-054,buy_x_get_y,50,PRD-0030,2024-09-28,2024-10-24
PRM-055,bundle,25,PRD-0030,2024-09-28,2024-10-05
PRM-055,bundle,25,PRD-0006,2024-09-28,2024-10-05
PRM-055,bundle,25,PRD-0029,2024-09-28,2024-10-05
PRM-055,bundle,25,PRD-0058,2024-09-28,2024-10-05
PRM-055,bundle,25,PRD-0031,2024-09-28,2024-10-05
PRM-056,clearance,30,PRD-0036,2025-03-16,2025-03-26
PRM-057,clearance,30,PRD-0099,2025-05-28,2025-07-20
PRM-057,clearance,30,PRD-0077,2025-05-28,2025-07-20
PRM-057,clearance,30,PRD-0085,2025-05-28,2025-07-20
PRM-058,percentage_off,50,PRD-0085,2025-08-17,2025-09-06
PRM-058,percentage_off,50,PRD-0071,2025-08-17,2025-09-06
PRM-058,percentage_off,50,PRD-0037,2025-08-17,2025-09-06
PRM-058,percentage_off,50,PRD-0100,2025-08-17,2025-09-06
PRM-058,percentage_off,50,PRD-0015,2025-08-17,2025-09-06
PRM-059,buy_x_get_y,50,PRD-0023,2025-07-28,2025-09-19
PRM-059,buy_x_get_y,50,PRD-0070,2025-07-28,2025-09-19
PRM-059,buy_x_get_y,50,PRD-0084,2025-07-28,2025-09-19
PRM-060,buy_x_get_y,20,PRD-0083,2025-03-15,2025-03-27
PRM-060,buy_x_get_y,20,PRD-0032,2025-03-15,2025-03-27
PRM-060,buy_x_get_y,20,PRD-0062,2025-03-15,2025-03-27
PRM-061,percentage_off,10,PRD-0022,2024-05-12,2024-07-05
PRM-061,percentage_off,10,PRD-0085,2024-05-12,2024-07-05
PRM-061,percentage_off,10,PRD-0038,2024-05-12,2024-07-05
PRM-062,bundle,25,PRD-0094,2024-06-14,2024-07-18
PRM-062,bundle,25,PRD-0021,2024-06-14,2024-07-18
PRM-063,bundle,10,PRD-0089,2024-10-22,2024-11-17
PRM-063,bundle,10,PRD-0071,2024-10-22,2024-11-17
PRM-063,bundle,10,PRD-0082,2024-10-22,2024-11-17
PRM-063,bundle,10,PRD-0009,2024-10-22,2024-11-17
PRM-063,bundle,10,PRD-0010,2024-10-22,2024-11-17
PRM-064,buy_x_get_y,20,PRD-0100,2024-01-04,2024-01-26
PRM-065,bundle,15,PRD-0044,2024-04-26,2024-06-20
PRM-065,bundle,15,PRD-0016,2024-04-26,2024-06-20
PRM-065,bundle,15,PRD-0065,2024-04-26,2024-06-20
PRM-065,bundle,15,PRD-0099,2024-04-26,2024-06-20
PRM-066,clearance,70,PRD-0036,2024-05-05,2024-06-11
PRM-066,clearance,70,PRD-0011,2024-05-05,2024-06-11
PRM-066,clearance,70,PRD-0046,2024-05-05,2024-06-11
PRM-066,clearance,70,PRD-0012,2024-05-05,2024-06-11
PRM-066,clearance,70,PRD-0023,2024-05-05,2024-06-11
PRM-067,clearance,40,PRD-0080,2025-07-12,2025-08-04
PRM-068,percentage_off,10,PRD-0021,2024-06-15,2024-07-01
PRM-068,percentage_off,10,PRD-0067,2024-06-15,2024-07-01
PRM-068,percentage_off,10,PRD-0089,2024-06-15,2024-07-01
PRM-069,buy_x_get_y,50,PRD-0044,2025-10-08,2025-11-06
PRM-070,clearance,60,PRD-0100,2024-04-16,2024-06-13
PRM-070,clearance,60,PRD-0052,2024-04-16,2024-06-13
PRM-070,clearance,60,PRD-0028,2024-04-16,2024-06-13
PRM-070,clearance,60,PRD-0022,2024-04-16,2024-06-13
PRM-070,clearance,60,PRD-0025,2024-04-16,2024-06-13
PRM-071,clearance,70,PRD-0085,2024-03-09,2024-05-02
PRM-071,clearance,70,PRD-0100,2024-03-09,2024-05-02
PRM-072,clearance,70,PRD-0083,2025-04-13,2025-05-14
PRM-072,clearance,70,PRD-0048,2025-04-13,2025-05-14
PRM-072,clearance,70,PRD-0026,2025-04-13,2025-05-14
PRM-073,percentage_off,5,PRD-0074,2025-04-08,2025-04-27
PRM-074,bundle,10,PRD-0054,2025-01-16,2025-03-05
PRM-074,bundle,10,PRD-0096,2025-01-16,2025-03-05
PRM-074,bundle,10,PRD-0001,2025-01-16,2025-03-05
PRM-075,bundle,25,PRD-0077,2024-03-28,2024-04-12
PRM-076,percentage_off,15,PRD-0071,2025-04-29,2025-06-06
PRM-076,percentage_off,15,PRD-0093,2025-04-29,2025-06-06
PRM-076,percentage_off,15,PRD-0098,2025-04-29,2025-06-06
PRM-076,percentage_off,15,PRD-0044,2025-04-29,2025-06-06
PRM-076,percentage_off,15,PRD-0016,2025-04-29,2025-06-06
PRM-077,percentage_off,30,PRD-0055,2024-09-08,2024-10-04
PRM-077,percentage_off,30,PRD-0038,2024-09-08,2024-10-04
PRM-077,percentage_off,30,PRD-0005,2024-09-08,2024-10-04
PRM-077,percentage_off,30,PRD-0014,2024-09-08,2024-10-04
PRM-077,percentage_off,30,PRD-0008,2024-09-08,2024-10-04
PRM-078,bundle,15,PRD-0020,2024-09-21,2024-11-19
PRM-078,bundle,15,PRD-0036,2024-09-21,2024-11-19
PRM-078,bundle,15,PRD-0044,2024-09-21,2024-11-19
PRM-078,bundle,15,PRD-0053,2024-09-21,2024-11-19
PRM-079,percentage_off,30,PRD-0095,2024-03-17,2024-04-24
PRM-079,percentage_off,30,PRD-0039,2024-03-17,2024-04-24
PRM-079,percentage_off,30,PRD-0053,2024-03-17,2024-04-24
PRM-080,percentage_off,5,PRD-0092,2024-10-18,2024-11-14
PRM-080,percentage_off,5,PRD-0012,2024-10-18,2024-11-14
PRM-081,buy_x_get_y,20,PRD-0034,2025-01-06,2025-01-20
PRM-082,bundle,20,PRD-0028,2024-05-06,2024-05-24
PRM-082,bundle,20,PRD-0075,2024-05-06,2024-05-24
PRM-082,bundle,20,PRD-0011,2024-05-06,2024-05-24
PRM-082,bundle,20,PRD-0030,2024-05-06,2024-05-24
PRM-082,bundle,20,PRD-0007,2024-05-06,2024-05-24
PRM-083,bundle,20,PRD-0011,2025-07-17,2025-09-10
PRM-083,bundle,20,PRD-0092,2025-07-17,2025-09-10
PRM-083,bundle,20,PRD-0071,2025-07-17,2025-09-10
PRM-083,bundle,20,PRD-0074,2025-07-17,2025-09-10
PRM-083,bundle,20,PRD-0089,2025-07-17,2025-09-10
PRM-084,bundle,20,PRD-0040,2024-04-12,2024-05-14
PRM-085,clearance,30,PRD-0018,2024-12-07,2024-12-31
PRM-086,percentage_off,10,PRD-0062,2025-08-25,2025-09-01
PRM-087,percentage_off,50,PRD-0014,2025-01-04,2025-02-05
PRM-087,percentage_off,50,PRD-0034,2025-01-04,2025-02-05
PRM-087,percentage_off,50,PRD-0021,2025-01-04,2025-02-05
PRM-087,percentage_off,50,PRD-0076,2025-01-04,2025-02-05
PRM-087,percentage_off,50,PRD-0072,2025-01-04,2025-02-05
PRM-088,buy_x_get_y,20,PRD-0084,2024-12-08,2024-12-25
PRM-088,buy_x_get_y,20,PRD-0073,2024-12-08,2024-12-25
PRM-089,percentage_off,5,PRD-0022,2025-04-26,2025-05-16
PRM-089,percentage_off,5,PRD-0095,2025-04-26,2025-05-16
PRM-090,buy_x_get_y,50,PRD-0035,2024-01-06,2024-02-25
PRM-090,buy_x_get_y,50,PRD-0074,2024-01-06,2024-02-25
PRM-090,buy_x_get_y,50,PRD-0094,2024-01-06,2024-02-25
PRM-090,buy_x_get_y,50,PRD-0100,2024-01-06,2024-02-25
PRM-090,buy_x_get_y,50,PRD-0025,2024-01-06,2024-02-25
PRM-091,clearance,70,PRD-0028,2024-08-31,2024-09-10
PRM-091,clearance,70,PRD-0079,2024-08-31,2024-09-10
PRM-091,clearance,70,PRD-0086,2024-08-31,2024-09-10
PRM-091,clearance,70,PRD-0050,2024-08-31,2024-09-10
PRM-092,buy_x_get_y,33,PRD-0076,2024-12-18,2025-01-02
PRM-092,buy_x_get_y,33,PRD-0053,2024-12-18,2025-01-02
PRM-092,buy_x_get_y,33,PRD-0075,2024-12-18,2025-01-02
PRM-092,buy_x_get_y,33,PRD-0037,2024-12-18,2025-01-02
PRM-093,bundle,15,PRD-0033,2025-09-23,2025-10-07
PRM-093,bundle,15,PRD-0083,2025-09-23,2025-10-07
PRM-093,bundle,15,PRD-0078,2025-09-23,2025-10-07
PRM-093,bundle,15,PRD-0064,2025-09-23,2025-10-07
PRM-094,percentage_off,10,PRD-0096,2025-02-19,2025-04-04
PRM-094,percentage_off,10,PRD-0033,2025-02-19,2025-04-04
PRM-095,buy_x_get_y,25,PRD-0086,2025-10-18,2025-12-01
PRM-096,buy_x_get_y,25,PRD-0096,2024-02-11,2024-03-03
PRM-096,buy_x_get_y,25,PRD-0006,2024-02-11,2024-03-03
PRM-097,percentage_off,40,PRD-0015,2024-05-16,2024-06-05
PRM-097,percentage_off,40,PRD-0074,2024-05-16,2024-06-05
PRM-097,percentage_off,40,PRD-0001,2024-05-16,2024-06-05
PRM-098,buy_x_get_y,20,PRD-0044,2024-01-15,2024-02-17
PRM-099,buy_x_get_y,50,PRD-0048,2024-05-27,2024-06-12
PRM-100,bundle,25,PRD-0088,2025-01-22,2025-03-12
PRM-100,bundle,25,PRD-0036,2025-01-22,2025-03-12
PRM-100,bundle,25,PRD-0057,2025-01-22,2025-03-12
PRM-100,bundle,25,PRD-0085,2025-01-22,2025-03-12
PRM-100,bundle,25,PRD-0026,2025-01-22,2025-03-12
PRM-101,buy_x_get_y,25,PRD-0086,2025-02-02,2025-03-03
PRM-101,buy_x_get_y,25,PRD-0085,2025-02-02,2025-03-03
PRM-102,buy_x_get_y,50,PRD-0007,2025-05-15,2025-06-08
PRM-102,buy_x_get_y,50,PRD-0033,2025-05-15,2025-06-08
PRM-102,buy_x_get_y,50,PRD-0001,2025-05-15,2025-06-08
PRM-102,buy_x_get_y,50,PRD-0056,2025-05-15,2025-06-08
PRM-103,clearance,40,PRD-0096,2024-03-03,2024-04-29
PRM-104,clearance,70,PRD-0015,2024-10-23,2024-11-12
PRM-104,clearance,70,PRD-0037,2024-10-23,2024-11-12
PRM-104,clearance,70,PRD-0019,2024-10-23,2024-11-12
PRM-104,clearance,70,PRD-0036,2024-10-23,2024-11-12
PRM-105,buy_x_get_y,50,PRD-0009,2024-01-15,2024-02-21
PRM-105,buy_x_get_y,50,PRD-0076,2024-01-15,2024-02-21
PRM-105,buy_x_get_y,50,PRD-0059,2024-01-15,2024-02-21
PRM-105,buy_x_get_y,50,PRD-0045,2024-01-15,2024-02-21
PRM-105,buy_x_get_y,50,PRD-0039,2024-01-15,2024-02-21
PRM-106,buy_x_get_y,50,PRD-0062,2024-07-24,2024-09-13
PRM-106,buy_x_get_y,50,PRD-0050,2024-07-24,2024-09-13
PRM-106,buy_x_get_y,50,PRD-0035,2024-07-24,2024-09-13
PRM-107,buy_x_get_y,50,PRD-0003,2024-08-13,2024-09-17
PRM-107,buy_x_get_y,50,PRD-0100,2024-08-13,2024-09-17
PRM-108,buy_x_get_y,50,PRD-0066,2025-01-28,2025-02-18
PRM-108,buy_x_get_y,50,PRD-0083,2025-01-28,2025-02-18
PRM-108,buy_x_get_y,50,PRD-0019,2025-01-28,2025-02-18
PRM-108,buy_x_get_y,50,PRD-0015,2025-01-28,2025-02-18
PRM-108,buy_x_get_y,50,PRD-0035,2025-01-28,2025-02-18
PRM-109,bundle,20,PRD-0040,2024-04-11,2024-05-05
PRM-109,bundle,20,PRD-0096,2024-04-11,2024-05-05
PRM-109,bundle,20,PRD-0052,2024-04-11,2024-05-05
PRM-109,bundle,20,PRD-0003,2024-04-11,2024-05-05
PRM-109,bundle,20,PRD-0009,2024-04-11,2024-05-05
PRM-110,percentage_off,20,PRD-0097,2024-10-16,2024-11-08
PRM-110,percentage_off,20,PRD-0086,2024-10-16,2024-11-08
PRM-111,buy_x_get_y,50,PRD-0003,2025-06-25,2025-07-02
PRM-111,buy_x_get_y,50,PRD-0042,2025-06-25,2025-07-02
PRM-112,clearance,70,PRD-0025,2024-12-15,2024-12-22
PRM-112,clearance,70,PRD-0024,2024-12-15,2024-12-22
PRM-112,clearance,70,PRD-0014,2024-12-15,2024-12-22
PRM-112,clearance,70,PRD-0094,2024-12-15,2024-12-22
PRM-113,bundle,25,PRD-0076,2024-09-14,2024-11-04
PRM-113,bundle,25,PRD-0026,2024-09-14,2024-11-04
PRM-113,bundle,25,PRD-0081,2024-09-14,2024-11-04
PRM-114,clearance,70,PRD-0013,2025-08-01,2025-09-13
PRM-114,clearance,70,PRD-0049,2025-08-01,2025-09-13
PRM-114,clearance,70,PRD-0061,2025-08-01,2025-09-13
PRM-115,buy_x_get_y,25,PRD-0046,2024-11-28,2024-12-07
PRM-115,buy_x_get_y,25,PRD-0061,2024-11-28,2024-12-07
PRM-115,buy_x_get_y,25,PRD-0098,2024-11-28,2024-12-07
PRM-116,buy_x_get_y,33,PRD-0072,2025-05-19,2025-06-09
PRM-116,buy_x_get_y,33,PRD-0003,2025-05-19,2025-06-09
PRM-116,buy_x_get_y,33,PRD-0089,2025-05-19,2025-06-09
PRM-116,buy_x_get_y,33,PRD-0010,2025-05-19,2025-06-09
PRM-117,percentage_off,15,PRD-0027,2024-08-24,2024-09-26
PRM-118,clearance,60,PRD-0014,2025-07-01,2025-08-24
PRM-119,clearance,40,PRD-0028,2024-08-14,2024-10-07
PRM-119,clearance,40,PRD-0048,2024-08-14,2024-10-07
PRM-120,percentage_off,5,PRD-0053,2024-09-19,2024-09-26
PRM-120,percentage_off,5,PRD-0016,2024-09-19,2024-09-26
PRM-120,percentage_off,5,PRD-0036,2024-09-19,2024-09-26
PRM-120,percentage_off,5,PRD-0083,2024-09-19,2024-09-26
PRM-120,percentage_off,5,PRD-0076,2024-09-19,2024-09-26
PRM-121,clearance,40,PRD-0079,2024-04-05,2024-05-03
PRM-121,clearance,40,PRD-0016,2024-04-05,2024-05-03
PRM-122,percentage_off,25,PRD-0006,2025-09-04,2025-10-15
PRM-122,percentage_off,25,PRD-0061,2025-09-04,2025-10-15
PRM-123,bundle,15,PRD-0028,2024-01-07,2024-03-07
PRM-123,bundle,15,PRD-0053,2024-01-07,2024-03-07
PRM-123,bundle,15,PRD-0043,2024-01-07,2024-03-07
PRM-123,bundle,15,PRD-0013,2024-01-07,2024-03-07
PRM-124,percentage_off,20,PRD-0055,2025-08-12,2025-09-05
PRM-125,bundle,20,PRD-0004,2025-04-08,2025-05-20
PRM-125,bundle,20,PRD-0095,2025-04-08,2025-05-20
PRM-126,percentage_off,5,PRD-0021,2024-10-08,2024-10-27
PRM-126,percentage_off,5,PRD-0030,2024-10-08,2024-10-27
PRM-127,percentage_off,15,PRD-0026,2024-07-19,2024-09-16
PRM-127,percentage_off,15,PRD-0017,2024-07-19,2024-09-16
PRM-128,bundle,25,PRD-0029,2024-03-03,2024-04-21
PRM-128,bundle,25,PRD-0080,2024-03-03,2024-04-21
PRM-128,bundle,25,PRD-0018,2024-03-03,2024-04-21
PRM-128,bundle,25,PRD-0005,2024-03-03,2024-04-21
PRM-129,percentage_off,20,PRD-0088,2025-01-10,2025-02-26
